time
longitude
latitude
distance
cadence
heartrate
power
speed
elevation
heading
,35.095850000000006,32.606120000000004,0,,,,,252.5,0
,35.095960000000005,32.60609,10.842315303203907,,,,,252.5,107.93944733894119
,35.095957999999996,32.606092,11.133420322110053,,,,,252.5,319.88937740440343
,35.095960000000005,32.60609,11.4245253410162,,,,,252.5,139.88937632505906
,35.09604,32.6052,110.7819217342124,,,,,250.9,175.6697318306143
,35.0963,32.60434,209.57213611494223,,,,,255.7,165.7115220477183
,35.096450000000004,32.603930000000005,257.3313407482156,,,,,260.4,162.87065813665947
,35.09653,32.603730000000006,280.82511858504887,,,,,262.4,161.3778829794528
,35.096630000000005,32.603350000000006,324.15328168237824,,,,,264.1,167.50026926074622
,35.0968,32.602450000000005,425.6007143008498,,,,,264,170.9585805484112
,35.09687,32.60206,469.5085531476959,,,,,262.7,171.40167180497417
,35.096990000000005,32.60159,523.0249809271859,,,,,262.3,167.86116716367235
,35.09729,32.60056,641.0845760629046,,,,,259.4,166.21353796913058
,35.097293000000036,32.600562,641.4433519597125,,,,,259.4,51.64383077614906
,35.09729,32.60056,641.8021278565203,,,,,259.4,231.64383237401339
,35.097260000000006,32.600550000000005,644.8277599815304,,,,,259.6,248.41265592218497
,35.09724,32.60054,647.008833843829,,,,,259.6,239.3104949860761
,35.09723,32.60053,648.4643964113404,,,,,259.7,220.1123766428192
,35.09722,32.60051,650.8802251013807,,,,,259.7,202.84198450098282
,35.0972,32.60049,653.7913507088888,,,,,259.7,220.11239038827367
,35.097190000000005,32.600460000000005,657.2600928102651,,,,,259.7,195.68559310430902
,35.097190000000005,32.60043,660.5996581613672,,,,,259.6,180.0
,35.0972,32.6004,664.0684004339105,,,,,259.6,164.3143969109351
,35.09722,32.600370000000005,667.898622876474,,,,,259.7,150.68001170124313
,35.09725,32.60034,672.265314221536,,,,,259.7,139.887561205459
,35.097280000000005,32.60033,675.290952771254,,,,,259.6,111.58729594530621
,35.09731,32.60032,678.3165916118686,,,,,259.6,111.58729377192907
,35.09733,32.60032,680.1922014691947,,,,,259.5,89.99999461381799
,35.09736,32.60032,683.0056162545874,,,,,259.4,89.99999191712175
,35.097390000000004,32.60032,685.8190310405766,,,,,259.3,89.99999191712175
,35.09742,32.60033,688.844669881746,,,,,259.1,68.41269006680693
,35.097440000000006,32.60034,691.0257475247756,,,,,259,59.31054315888463
,35.09745,32.60036,693.4415769053805,,,,,258.9,22.842017998610118
,35.09747,32.60038,696.3527042664036,,,,,258.8,40.11242058044127
,35.09749,32.6004,699.2638313574982,,,,,258.6,40.112414300377395
